words,occurrences,frequency
protocole,713,0.025886306470632656
soleil,712,0.02585000029044944
expertise,711,0.025813694110266225
mosquée,710,0.02577738793008301
garçon,708,0.02570477556971658
fondation,705,0.025595857029166932
infection,704,0.025559550848983717
chantier,703,0.0255232446688005
meeting,703,0.0255232446688005
diversité,702,0.025486938488617286
agression,699,0.02537801994806764
catégorie,699,0.02537801994806764
sport,698,0.025341713767884425
trace,698,0.025341713767884425
évidence,698,0.025341713767884425
scrutin,697,0.02530540758770121
scénario,696,0.025269101407517994
maître,695,0.02523279522733478
jeunesse,695,0.02523279522733478
bachelor,694,0.025196489047151563
abord,692,0.025123876686785132
effectif,692,0.025123876686785132
jugement,691,0.025087570506601917
version,691,0.025087570506601917
amende,691,0.025087570506601917
arbre,689,0.025014958146235486
silence,688,0.02497865196605227
fête,688,0.02497865196605227
contrainte,686,0.02490603960568584
port,685,0.024869733425502624
hommage,682,0.024760814884952975
sang,680,0.024688202524586544
biodiversité,679,0.02465189634440333
rythme,679,0.02465189634440333
machine,679,0.02465189634440333
marge,679,0.02465189634440333
tradition,676,0.024542977803853682
pollution,675,0.024506671623670467
ampleur,674,0.02447036544348725
exposition,673,0.024434059263304036
atelier,673,0.024434059263304036
somme,672,0.02439775308312082
quart,671,0.024361446902937605
couleur,671,0.024361446902937605
nucléaire,671,0.024361446902937605
condamnation,669,0.024288834542571174
chronique,669,0.024288834542571174
convention,667,0.024216222182204743
autonomie,666,0.024179916002021528
producteur,665,0.024143609821838313
option,662,0.024034691281288666
compagnie,662,0.024034691281288666
bien,661,0.02399838510110545
accompagnement,660,0.023962078920922236
terroriste,660,0.023962078920922236
sénateur,659,0.02392577274073902
endroit,657,0.02385316038037259
alliance,656,0.023816854200189374
investigation,656,0.023816854200189374
long,654,0.023744241839822943
dialogue,654,0.023744241839822943
transformation,654,0.023744241839822943
diffusion,654,0.023744241839822943
bénéfice,653,0.023707935659639728
autorisation,652,0.023671629479456512
oiseau,652,0.023671629479456512
